1044704534	137
1045680577	841
1045080370	352
1045699221	857
1045388760	574
1045723239	908
1045399008	584
1045344452	514
1044279832	67
1045590166	765
1045703148	887
1045336733	511
1045261977	454
1045180870	404
1045483038	673
1045218059	425
1044589232	119
1044361617	77
1043397459	2
1045679123	838
1045258842	451
1044730246	167
1045291850	479
1045433256	621
1044942715	276
1045680516	839
1044389855	90
1045447604	627
1045272701	459
1045234819	438
1045604603	784
1045504875	696
1044412792	94
1044968489	294
1045452503	628
1045154238	381
1044448350	105
1045324904	294
1045677283	374
1045114383	364
1045282425	476
1045486382	676
1045350187	546
1045632120	798
1045438837	625
1045425068	616
1045494090	690
1045005815	307
1044808556	190
1045438202	623
1045330340	168
1044553439	115
1045100798	355
1045512636	699
1045234876	440
1045692163	851
1045128766	374
1044269494	65
1045481175	654
1045481985	672
1043817906	31
1045034546	337
1045111305	362
1043937480	37
1045748611	910
1045288166	478
1045266709	456
1045508755	698
1045360853	555
1045308478	496
1044753275	173
1045139541	377
1045001090	304
1044820175	195
1044819242	104
1045756410	956
1044575304	116
1044913099	264
1045372371	565
1045562364	740
1045413526	607
1045723355	909
1044458000	1
1045147623	380
1045767117	971
1045546047	727
1045480969	92
1045321693	507
1044429906	104
1045164703	398
1045341471	513
1045678297	836
1044831955	197
1044078197	49
1045301946	488
1045742100	696
1045372296	563
1044772419	179
1045725925	912
1045495205	693
1045710634	904
1045384231	570
1044999719	303
1045125403	366
1045681492	842
1045719451	906
1045473347	654
1045438020	622
1045602170	779
1045014297	309
1045411403	605
1045165699	399
1044214000	63
1045367953	562
1045602125	778
1045468095	649
1045188109	409
1045756299	955
1045034667	338
1045655459	810
1044682407	137
1044780959	182
1045351274	547
1045231642	433
1044650862	131
1045558134	738
1045302047	489
1045748248	607
1045570669	749
1045390166	579
1045419344	612
1045533758	718
1045317455	503
1044855531	225
1044923263	270
1045671883	832
1045728189	913
1045416099	610
1045449303	463
1044790439	185
1045764509	969
1045647851	806
1045573947	750
1045104966	357
1044943868	277
1045522967	707
1045697315	853
1044392363	92
1045683252	844
1044993053	299
1045188547	411
1045722507	907
1045535889	719
1043650580	16
1045746374	932
1045138555	376
1045493882	685
1045301128	486
1045578379	300
1045711485	19
1045196855	423
1045648841	807
1045747332	936
1044300051	71
1045671817	829
1045307826	493
1045524027	711
1045280711	468
1043495702	5
1045477615	657
1045354249	551
1045481434	670
1044698086	144
1043747228	17
1045425917	618
1045266160	132
1045237036	435
1044843918	200
1045122521	365
1045021816	44
1045728214	913
1045385330	571
1045700537	874
1045754011	943
1045358739	552
1044849628	220
1045020620	319
1045341232	512
1044863124	230
1044850586	221
1045407232	601
1045757105	959
1045699348	379
1045732931	920
1045394164	293
1044988356	298
1043608482	15
1045017350	317
1045421406	19
1044896146	255
1045464047	648
1045585978	760
1045758137	964
1044297318	70
1045657408	816
1044944674	278
1045761123	966
1045557193	737
1045260173	453
1045593599	769
1045568348	746
1045556104	735
1045181453	405
1045284904	477
1045361037	556
1045468872	651
1045516588	702
1045327231	509
1045585905	758
1045240995	444
1044774869	180
1044589406	120
1045413825	608
1045657358	816
1045543530	726
1045722461	907
1045279551	467
1045477459	608
1045491776	682
1045617280	796
1045212403	424
1045224300	431
1045754969	945
1044348163	75
1045702702	875
1045493963	409
1045310980	497
1045471787	652
1045582030	754
1045041605	340
1044760560	174
1045461511	645
1043402767	3
1044954717	281
1045102327	356
1045233300	435
1045739279	922
1044942087	275
1045304791	492
1044953624	280
1045090378	354
1045560663	739
1045425542	617
1044938750	271
1044769132	176
1045594176	773
1045489344	680
1044154993	60
1045460719	633
1045609361	792
1044123448	59
1043562035	13
1045143944	379
1044847509	212
1045738337	921
1045510294	695
1045345929	517
1044914830	75
1043402785	3
1044853098	222
1045195481	422
1045234402	437
1045431640	619
1045251618	448
1045747129	935
1045724759	911
1045346859	519
1045032333	335
1045415692	609
1044688877	142
1045387051	572
1044367519	87
1045732786	917
1044104207	52
1045023664	322
1044689408	143
1045608236	787
1044407002	93
1044731826	169
1044996076	302
1045406109	591
1045351826	549
1045218598	427
1045363331	557
1045478376	666
1044363196	80
1045275048	462
1045456771	632
1044652547	132
1045314314	502
1043987329	38
1043506302	12
1045014900	310
1045416950	611
1044520426	107
1045238762	442
1044517180	106
1044863839	233
1045080937	353
1045033048	336
1045523926	708
1045584095	755
1044027229	39
1044638123	75
1045634599	801
1045677572	834
1045730799	914
1044908245	261
1045422574	613
1044527090	114
1045443230	626
1045615887	795
1045548723	728
1044100897	51
1045013883	308
1045698576	854
1044107651	53
1045516919	703
1045570482	672
1045655611	817
1045241826	446
1045602986	782
1045478180	659
1045186593	407
1044271868	66
1045570474	748
1045341043	75
1045655586	816
1043565691	14
1045028393	323
1043930362	35
1045486995	677
1045696657	852
1045468544	650
1045268293	458
1045556364	736
1045307931	495
1045259468	452
1044725095	166
1045657799	820
1045618119	797
1045553108	731
1044864943	240
1044948773	279
1045601612	777
1044855059	224
1044896485	256
1045365342	559
1044880929	245
1044884849	254
1044968142	293
1045269489	445
1045302453	491
1044709075	165
1045221605	430
1045302410	490
1044677094	136
1044861783	226
1045404382	585
1045609290	791
1045246222	447
1044160600	61
1045278747	466
1045348061	521
1045688690	848
1045048091	351
1045520156	705
1045036517	339
1045351652	546
1045241431	435
1044809898	192
1044042244	40
1043899828	33
1045599241	776
1045393477	580
1045652705	808
1045264614	455
1045463362	647
1045028764	324
1044790001	184
1045704363	889
1045551724	730
1045333202	510
1044789966	183
1045664346	827
1045351627	548
1044670345	133
1045588543	764
1045485650	675
1045521656	706
1045606939	786
1045178271	401
1045615794	794
1044583004	118
1045724030	910
1045180169	402
1045405868	588
1045411293	604
1045456564	630
1045157743	382
1045612863	793
1045254741	450
1045586641	761
1045382014	568
1045494393	691
1045488593	679
1045110355	360
1045591004	768
1044982114	297
1045003409	305
1045678903	487
1045274788	461
1044638749	122
1045689513	850
1045299669	485
1045653591	809
1045743020	925
1045107350	358
1045495328	694
1045635023	803
1045380204	567
1045298651	480
1045480931	667
1044813117	194
1044848909	219
1044884674	252
1045365533	561
1045023344	321
1045125754	373
1045299503	484
1045473268	654
1044995614	301
1045483617	674
1044846316	202
1045241545	445
1044955341	290
1045170563	136
1045246078	182
1044864736	234
1044970243	296
1045504133	695
1045048202	351
1044771169	177
1044417566	102
1045716476	905
1045321773	508
1043749860	18
1045175503	400
1045346056	518
1045598437	775
1043374545	1
1044797607	188
1045750612	938
1045493359	683
1045453249	629
1044387921	88
1045757611	961
1045705706	903
1045350419	546
1045577561	752
1045233442	436
1044846301	201
1044766839	175
1045681675	843
1045584268	757
1045406821	592
1045596448	774
1045481868	654
1045756544	958
1045746742	933
1044521948	114
1045541095	720
1044910123	263
1044285284	69
1045684594	847
1044897718	257
1045577527	751
1044917206	268
1045731418	915
1045761545	968
1045347222	520
1045505212	697
1045314191	501
1044804097	189
1045130515	375
1044334640	74
1044880223	241
1045462001	646
1044707198	145
1045641581	805
